Unix Timestamp,Date,Symbol,Open,High,Low,Close,Volume
1.63764E+12,23/11/2021 04:00,BTCUSD,56975.38,57882.26,55384,56423.5,1584.777182
1.63755E+12,22/11/2021 04:00,BTCUSD,57440.38,59581.52,55648.53,56975.38,1430.308036
1.63747E+12,21/11/2021 04:00,BTCUSD,58741.06,60061.89,57049.07,57440.38,649.5856736
1.63738E+12,20/11/2021 04:00,BTCUSD,58596.83,59886.11,57442,58741.06,777.7949993
1.63729E+12,19/11/2021 04:00,BTCUSD,55911.16,59042,55856.95,58596.83,1483.11626
1.63721E+12,18/11/2021 04:00,BTCUSD,59885.21,60106.3,53760,55911.16,3999.420932
1.63712E+12,17/11/2021 04:00,BTCUSD,59050.45,60976.25,58434.8,59885.21,1794.835456
1.63704E+12,16/11/2021 04:00,BTCUSD,60944.13,61558.53,58573,59050.45,2725.200365
1.63695E+12,15/11/2021 04:00,BTCUSD,65744.18,66340.74,60503,60944.13,1790.800894
1.63686E+12,14/11/2021 04:00,BTCUSD,64673.28,66200,63602.2,65744.18,528.4997249
1.63678E+12,13/11/2021 04:00,BTCUSD,63805.12,65338.87,63409.49,64673.28,310.0065388
1.63669E+12,12/11/2021 04:00,BTCUSD,64857.63,65071.49,62875,63805.12,1466.288269
1.6366E+12,11/11/2021 04:00,BTCUSD,64785.34,65587,64121,64857.63,1050.512138
1.63652E+12,10/11/2021 04:00,BTCUSD,66491.25,69000,62927.97,64785.34,2966.578623
1.63643E+12,09/11/2021 04:00,BTCUSD,68525.75,68529.52,66262.48,66491.25,1229.455106
1.63634E+12,08/11/2021 04:00,BTCUSD,65235.2,68534.11,65138,68525.75,1421.07585
1.63626E+12,07/11/2021 04:00,BTCUSD,62199.69,65680,61537.32,65235.2,892.8235258
1.63617E+12,06/11/2021 04:00,BTCUSD,61172.03,62338.16,60120,62199.69,758.383379
1.63608E+12,05/11/2021 04:00,BTCUSD,62249.6,64000,60777.3,61172.03,1043.914728
1.636E+12,04/11/2021 04:00,BTCUSD,62469.83,62858.83,60724.16,62249.6,1036.528464
1.63591E+12,03/11/2021 04:00,BTCUSD,63257.57,63547.54,60110,62469.83,1448.486915
1.63583E+12,02/11/2021 04:00,BTCUSD,61133.24,64319,61124.5,63257.57,1791.903727
1.63574E+12,01/11/2021 04:00,BTCUSD,59947.01,62490,59490.18,61133.24,1488.557124
1.63565E+12,31/10/2021 04:00,BTCUSD,61719.1,61768,59731.57,59947.01,975.6503578
1.63557E+12,30/10/2021 04:00,BTCUSD,61669.43,62487.97,60696.52,61719.1,1116.811788
1.63548E+12,29/10/2021 04:00,BTCUSD,61706.36,62978,60367,61669.43,1737.129172
1.63539E+12,28/10/2021 04:00,BTCUSD,58884.7,62508.87,57500,61706.36,2789.7925
1.63531E+12,27/10/2021 04:00,BTCUSD,60728,61500,58100,58884.7,1865.115686
1.63522E+12,26/10/2021 04:00,BTCUSD,62765.47,63102.8,59850,60728,1278.713199
1.63513E+12,25/10/2021 04:00,BTCUSD,62091.93,63703.3,61822.81,62765.47,1477.088886
1.63505E+12,24/10/2021 04:00,BTCUSD,61226,62223.14,59505,62091.93,848.6999797
1.63496E+12,23/10/2021 04:00,BTCUSD,61234.9,61743.51,59648.91,61226,543.6843493
1.63488E+12,22/10/2021 04:00,BTCUSD,63243.4,63745.62,60000,61234.9,1652.985291
1.63479E+12,21/10/2021 04:00,BTCUSD,65077.99,66643.14,61418.02,63243.4,2908.734738
1.6347E+12,20/10/2021 04:00,BTCUSD,63870.2,66994.72,63540.51,65077.99,2836.5884
1.63462E+12,19/10/2021 04:00,BTCUSD,62600,64498.12,61312,63870.2,1914.147308
1.63453E+12,18/10/2021 04:00,BTCUSD,62100,62973.38,59926.13,62600,2631.534652
1.63444E+12,17/10/2021 04:00,BTCUSD,61144.42,62552.73,58937.03,62100,929.5099385
1.63436E+12,16/10/2021 04:00,BTCUSD,61624.84,62366.08,60174.14,61144.42,864.5657209
1.63427E+12,15/10/2021 04:00,BTCUSD,59407.55,62898,58768.79,61624.84,3069.459601
1.63418E+12,14/10/2021 04:00,BTCUSD,58073.82,59450,56807.96,59407.55,1166.894314
1.6341E+12,13/10/2021 04:00,BTCUSD,56289.06,58500.02,54250,58073.82,1574.695193
1.63401E+12,12/10/2021 04:00,BTCUSD,56710,57688.88,53911.79,56289.06,1713.917114
1.63392E+12,11/10/2021 04:00,BTCUSD,56520.58,58000,55838.77,56710,1027.906147
1.63384E+12,10/10/2021 04:00,BTCUSD,55043.76,56759.01,54376.52,56520.58,1166.244684
1.63375E+12,09/10/2021 04:00,BTCUSD,54588,55486.87,54115.27,55043.76,707.7223449
1.63367E+12,08/10/2021 04:00,BTCUSD,53826.69,56150.58,53655,54588,1485.778019
1.63358E+12,07/10/2021 04:00,BTCUSD,54838.9,55231.53,53366,53826.69,1338.830408
1.63349E+12,06/10/2021 04:00,BTCUSD,51561.6,55800,50410,54838.9,3288.231083
1.63341E+12,05/10/2021 04:00,BTCUSD,49320.94,51927.83,49108.3,51561.6,1691.523469
1.63332E+12,04/10/2021 04:00,BTCUSD,47509.65,49789.33,46926.68,49320.94,1755.41301
1.63323E+12,03/10/2021 04:00,BTCUSD,47899.79,49259.3,47372.35,47509.65,864.7954663
1.63315E+12,02/10/2021 04:00,BTCUSD,47555.51,48346.7,47144,47899.79,761.864461
1.63306E+12,01/10/2021 04:00,BTCUSD,43628.16,48495.68,43472.59,47555.51,3254.016403
1.63297E+12,30/09/2021 04:00,BTCUSD,43601.2,44097.7,42702.71,43628.16,1891.523643
1.63289E+12,29/09/2021 04:00,BTCUSD,42210.47,43726.63,40908.41,43601.2,1511.581965
1.6328E+12,28/09/2021 04:00,BTCUSD,42565.16,42771.12,40764.26,42210.47,2104.499369
1.63272E+12,27/09/2021 04:00,BTCUSD,44024.27,44250.76,41980.4,42565.16,1531.05566
1.63263E+12,26/09/2021 04:00,BTCUSD,42239.94,44350,40801.19,44024.27,1395.678882
1.63254E+12,25/09/2021 04:00,BTCUSD,42650,42985.06,41677.82,42239.94,1058.065004
1.63246E+12,24/09/2021 04:00,BTCUSD,44301,45157.81,40696,42650,4398.265361
1.63237E+12,23/09/2021 04:00,BTCUSD,44094.55,45062.97,43389.94,44301,1699.820955
1.63228E+12,22/09/2021 04:00,BTCUSD,42089.88,44231.92,41836.59,44094.55,1238.610076
1.6322E+12,21/09/2021 04:00,BTCUSD,42688.03,43655.53,39590,42089.88,2962.611037
1.63211E+12,20/09/2021 04:00,BTCUSD,45553.62,45837.9,40137.98,42688.03,4373.379477
1.63202E+12,19/09/2021 04:00,BTCUSD,47854.23,48333.32,45175.2,45553.62,860.7123305
1.63194E+12,18/09/2021 04:00,BTCUSD,47962.79,48808.97,47613.93,47854.23,671.3561499
1.63185E+12,17/09/2021 04:00,BTCUSD,47907,48165.96,46754.93,47962.79,1247.382892
1.63176E+12,16/09/2021 04:00,BTCUSD,47629.1,48500,47041.24,47907,1069.566993
1.63168E+12,15/09/2021 04:00,BTCUSD,47101.27,48455.16,46730.15,47629.1,1276.624243
1.63159E+12,14/09/2021 04:00,BTCUSD,45206.43,47498.54,45067.51,47101.27,1516.062421
1.63151E+12,13/09/2021 04:00,BTCUSD,44619.12,46897,43400,45206.43,2422.246994
1.63142E+12,12/09/2021 04:00,BTCUSD,45311.46,46504.62,44535.26,44619.12,893.3830521
1.63133E+12,11/09/2021 04:00,BTCUSD,45181.52,46001.33,44758.59,45311.46,685.3154513
1.63125E+12,10/09/2021 04:00,BTCUSD,46743.4,46812.87,44156.88,45181.52,1783.42726
1.63116E+12,09/09/2021 04:00,BTCUSD,46005.27,47396.38,45651.86,46743.4,1563.219604
1.63107E+12,08/09/2021 04:00,BTCUSD,46490.38,46885.38,44419.5,46005.27,2277.311208
1.63099E+12,07/09/2021 04:00,BTCUSD,52663.45,52744.48,42600,46490.38,4513.565405
1.6309E+12,06/09/2021 04:00,BTCUSD,51638.18,52938.78,51003.37,52663.45,1408.743934
1.63081E+12,05/09/2021 04:00,BTCUSD,49692.22,51962.68,49505.43,51638.18,1231.143351
1.63073E+12,04/09/2021 04:00,BTCUSD,50292.02,50545.41,49414.36,49692.22,1167.151335
1.63064E+12,03/09/2021 04:00,BTCUSD,49485,51046.11,49241.34,50292.02,1114.39561
1.63056E+12,02/09/2021 04:00,BTCUSD,49596.74,50412,48358.88,49485,885.4384889
1.63047E+12,01/09/2021 04:00,BTCUSD,47052.84,49935.09,46980.44,49596.74,1105.142189
1.63038E+12,31/08/2021 04:00,BTCUSD,47151.91,48261.59,46524.71,47052.84,1019.185465
1.6303E+12,30/08/2021 04:00,BTCUSD,47989.58,48735.71,46717.24,47151.91,933.2802605
1.63021E+12,29/08/2021 04:00,BTCUSD,48267.19,49408.07,47800,47989.58,446.768857
1.63012E+12,28/08/2021 04:00,BTCUSD,48900.01,49650,48107.99,48267.19,544.2624245
1.63004E+12,27/08/2021 04:00,BTCUSD,46845.94,49313.26,46603.36,48900.01,1383.211655
1.62995E+12,26/08/2021 04:00,BTCUSD,47931,48053.14,46287.63,46845.94,2205.00265
1.62986E+12,25/08/2021 04:00,BTCUSD,47995.78,49365.42,47112.12,47931,1666.407319
1.62978E+12,24/08/2021 04:00,BTCUSD,49350,49867.71,47614.3,47995.78,1369.869424
1.62969E+12,23/08/2021 04:00,BTCUSD,50289.05,50517.99,48800,49350,1051.662786
1.6296E+12,22/08/2021 04:00,BTCUSD,48837.62,50540.19,48071.03,50289.05,974.8124549
1.62952E+12,21/08/2021 04:00,BTCUSD,48839.62,49812.54,48281.42,48837.62,1213.109659
1.62943E+12,20/08/2021 04:00,BTCUSD,47042.28,49400,46714.57,48839.62,1328.318376
1.62935E+12,19/08/2021 04:00,BTCUSD,44074.77,47424.13,43902.53,47042.28,1566.004833
1.62926E+12,18/08/2021 04:00,BTCUSD,45078.79,46031,44055,44074.77,1324.725961
1.62917E+12,17/08/2021 04:00,BTCUSD,46435.44,47162.94,44211.13,45078.79,2149.379858
1.62909E+12,16/08/2021 04:00,BTCUSD,47400.89,47744.5,45250.51,46435.44,1687.082115
1.629E+12,15/08/2021 04:00,BTCUSD,46910.99,48044.25,45509.51,47400.89,1360.762709
1.62891E+12,14/08/2021 04:00,BTCUSD,47571.64,48181.51,46045.86,46910.99,1112.090837
1.62883E+12,13/08/2021 04:00,BTCUSD,45205.46,47900,44952.59,47571.64,1609.573464
1.62874E+12,12/08/2021 04:00,BTCUSD,45948.06,46023.08,43800,45205.46,1840.768962
1.62865E+12,11/08/2021 04:00,BTCUSD,45594.16,46775,45426.58,45948.06,1565.839365
1.62857E+12,10/08/2021 04:00,BTCUSD,45727.39,46183.47,44642.21,45594.16,1768.991925
1.62848E+12,09/08/2021 04:00,BTCUSD,43529.34,46729.86,43295.22,45727.39,3092.297953
1.6284E+12,08/08/2021 04:00,BTCUSD,44391.34,45386.81,42813.74,43529.34,2023.485094
1.62831E+12,07/08/2021 04:00,BTCUSD,43720,44837.59,42460,44391.34,3336.157681
1.62822E+12,06/08/2021 04:00,BTCUSD,40250.79,43792.42,39897.39,43720,2238.327424
1.62814E+12,05/08/2021 04:00,BTCUSD,39440.62,41431.18,37311.06,40250.79,3715.503945
1.62805E+12,04/08/2021 04:00,BTCUSD,37962.25,39973.96,37472.15,39440.62,1911.347819
1.62796E+12,03/08/2021 04:00,BTCUSD,38650,38824.81,37558.09,37962.25,2750.522832
1.62788E+12,02/08/2021 04:00,BTCUSD,39811.54,40446.58,38515,38650,1815.100886
1.62779E+12,01/08/2021 04:00,BTCUSD,42461.13,42475.28,39213.05,39811.54,1237.922545
1.6277E+12,31/07/2021 04:00,BTCUSD,41840.36,42600,41072.59,42461.13,687.3566633
1.62762E+12,30/07/2021 04:00,BTCUSD,39982.79,42400,38350,41840.36,2600.84051
1.62753E+12,29/07/2021 04:00,BTCUSD,39638.77,40639.14,39409.4,39982.79,1561.715053
1.62744E+12,28/07/2021 04:00,BTCUSD,39848.44,40928.46,38803.47,39638.77,3682.355527
1.62736E+12,27/07/2021 04:00,BTCUSD,36851.52,40366.57,36713.13,39848.44,5729.109306
1.62727E+12,26/07/2021 04:00,BTCUSD,38312.57,40572.45,36400,36851.52,5021.114386
1.62719E+12,25/07/2021 04:00,BTCUSD,34192.14,39782.93,33894.22,38312.57,3558.083732
1.6271E+12,24/07/2021 04:00,BTCUSD,33689.58,34525.5,33582.4,34192.14,785.4641099
1.62701E+12,23/07/2021 04:00,BTCUSD,32598.43,33800,32000,33689.58,1319.583857
1.62693E+12,22/07/2021 04:00,BTCUSD,31947.52,32806.46,31732.34,32598.43,1223.095988
1.62684E+12,21/07/2021 04:00,BTCUSD,29853.86,32950,29853.86,31947.52,3023.278433
1.62675E+12,20/07/2021 04:00,BTCUSD,29605.35,30005.72,29284.35,29853.86,2075.276565
1.62667E+12,19/07/2021 04:00,BTCUSD,31547.22,31890.59,29500,29605.35,2184.438653
1.62658E+12,18/07/2021 04:00,BTCUSD,32169.82,32200.55,31123,31547.22,572.8916888
1.62649E+12,17/07/2021 04:00,BTCUSD,31313.83,32437.07,31206.23,32169.82,765.3054348
1.62641E+12,16/07/2021 04:00,BTCUSD,31924.93,32252.21,31027.01,31313.83,1355.019933
1.62632E+12,15/07/2021 04:00,BTCUSD,32671.54,32691.72,31135,31924.93,1534.408248
1.62624E+12,14/07/2021 04:00,BTCUSD,31853.69,33189.99,31601.59,32671.54,1083.11691
1.62615E+12,13/07/2021 04:00,BTCUSD,33087.26,33334.71,31661.01,31853.69,1282.072988
1.62606E+12,12/07/2021 04:00,BTCUSD,34452.39,34670.21,32669.89,33087.26,1322.291016
1.62598E+12,11/07/2021 04:00,BTCUSD,33420.84,34602,33333.01,34452.39,816.8555138
1.62589E+12,10/07/2021 04:00,BTCUSD,33799.81,34195.26,33046,33420.84,803.5474739
1.6258E+12,09/07/2021 04:00,BTCUSD,32954.75,34262.53,32625.74,33799.81,1273.256627
1.62572E+12,08/07/2021 04:00,BTCUSD,33337,33493.24,32101,32954.75,2063.008528
1.62563E+12,07/07/2021 04:00,BTCUSD,34465.35,35098.28,33094.64,33337,1485.762562
1.62554E+12,06/07/2021 04:00,BTCUSD,33942.22,35114.32,33530.4,34465.35,2039.503699
1.62546E+12,05/07/2021 04:00,BTCUSD,34360.84,34559.72,33100,33942.22,1323.656212
1.62537E+12,04/07/2021 04:00,BTCUSD,34670,35985.71,34211.29,34360.84,1073.596137
1.62528E+12,03/07/2021 04:00,BTCUSD,33540.48,34942.56,33466.62,34670,647.9335339
1.6252E+12,02/07/2021 04:00,BTCUSD,32933.44,33926.45,32700,33540.48,1321.226413
1.62511E+12,01/07/2021 04:00,BTCUSD,34132.04,34475.55,32722.69,32933.44,2240.456482
1.62503E+12,30/06/2021 04:00,BTCUSD,35095.44,35333.25,34050,34132.04,2031.626017
1.62494E+12,29/06/2021 04:00,BTCUSD,34591.62,36661.8,34556.07,35095.44,3012.662175
1.62485E+12,28/06/2021 04:00,BTCUSD,34388.62,35286.03,33885.15,34591.62,2923.535387
1.62477E+12,27/06/2021 04:00,BTCUSD,33149.18,34983.42,32374.05,34388.62,2229.390114
1.62468E+12,26/06/2021 04:00,BTCUSD,31983.86,33209.59,30142.68,33149.18,3583.90918
1.62459E+12,25/06/2021 04:00,BTCUSD,35100,35100,31303.71,31983.86,3682.139292
1.62451E+12,24/06/2021 04:00,BTCUSD,32606.96,35274.9,32315.01,35100,2257.344834
1.62442E+12,23/06/2021 04:00,BTCUSD,33992.88,34851.2,32355.04,32606.96,3413.975376
1.62433E+12,22/06/2021 04:00,BTCUSD,33029.77,34392.05,28801,33992.88,10036.63307
1.62425E+12,21/06/2021 04:00,BTCUSD,34629.88,34702.68,31176.42,33029.77,7153.943839
1.62416E+12,20/06/2021 04:00,BTCUSD,35520.66,36128.13,33333.01,34629.88,2816.739879
1.62408E+12,19/06/2021 04:00,BTCUSD,35129.23,36464.63,34970.25,35520.66,1611.013085
1.62399E+12,18/06/2021 04:00,BTCUSD,37938.2,38129.09,34845.33,35129.23,2958.675481
1.6239E+12,17/06/2021 04:00,BTCUSD,38875,39575.03,37221.62,37938.2,2524.229896
1.62382E+12,16/06/2021 04:00,BTCUSD,40043.69,40490.02,38059.01,38875,2783.604082
1.62373E+12,15/06/2021 04:00,BTCUSD,40429.38,41380.02,39503.9,40043.69,2687.612479
1.62364E+12,14/06/2021 04:00,BTCUSD,38988.5,41060.77,38807.5,40429.38,2719.454522
1.62356E+12,13/06/2021 04:00,BTCUSD,34877.3,39816.72,34792.66,38988.5,2406.825275
1.62347E+12,12/06/2021 04:00,BTCUSD,35591.29,36222.8,34655.99,34877.3,1298.158907
1.62338E+12,11/06/2021 04:00,BTCUSD,36784.37,37690,35307.69,35591.29,2027.802552
1.6233E+12,10/06/2021 04:00,BTCUSD,36982.83,38437.02,35819.67,36784.37,2959.519383
1.62321E+12,09/06/2021 04:00,BTCUSD,32898.06,37676.6,32575.84,36982.83,4190.374343
1.62312E+12,08/06/2021 04:00,BTCUSD,32843.15,33841.46,31000.01,32898.06,5149.191328
1.62304E+12,07/06/2021 04:00,BTCUSD,36397.5,36798.03,32400.01,32843.15,3518.601483
1.62295E+12,06/06/2021 04:00,BTCUSD,36025.16,36812.09,35259.98,36397.5,1007.720003
1.62287E+12,05/06/2021 04:00,BTCUSD,37419.82,37918.57,34820,36025.16,2454.432142
1.62278E+12,04/06/2021 04:00,BTCUSD,37963.61,37963.61,35580.82,37419.82,2300.757778
1.62269E+12,03/06/2021 04:00,BTCUSD,37655.54,39487.91,37400,37963.61,1786.281228
1.62261E+12,02/06/2021 04:00,BTCUSD,36483.57,38256.4,36478.97,37655.54,1612.753757
1.62252E+12,01/06/2021 04:00,BTCUSD,36702.88,37448.02,35687,36483.57,2347.261431
1.62243E+12,31/05/2021 04:00,BTCUSD,34536.71,37912.87,34200,36702.88,1649.395322
1.62235E+12,30/05/2021 04:00,BTCUSD,34805.29,36523.24,34298.01,34536.71,1562.382792
1.62226E+12,29/05/2021 04:00,BTCUSD,36503.31,37320,33410.29,34805.29,2212.162232
1.62217E+12,28/05/2021 04:00,BTCUSD,38271.59,38271.59,34558,36503.31,3541.351366
1.62209E+12,27/05/2021 04:00,BTCUSD,37672.47,40432.4,37302.06,38271.59,2140.752661
1.622E+12,26/05/2021 04:00,BTCUSD,39572.33,40861.2,37117.09,37672.47,3101.069519
1.62192E+12,25/05/2021 04:00,BTCUSD,38388.09,39760.96,36489.42,39572.33,2909.346784
1.62183E+12,24/05/2021 04:00,BTCUSD,35318.86,39953.65,34426.41,38388.09,4706.078106
1.62174E+12,23/05/2021 04:00,BTCUSD,37484.18,37484.18,31104.14,35318.86,7143.099014
1.62166E+12,22/05/2021 04:00,BTCUSD,36963.52,38861.15,35272.09,37484.18,2418.862487
1.62157E+12,21/05/2021 04:00,BTCUSD,40773.52,41796.74,33500,36963.52,7491.225719
1.62148E+12,20/05/2021 04:00,BTCUSD,38411.14,42625.43,38200,40773.52,4981.39412
1.6214E+12,19/05/2021 04:00,BTCUSD,40570.98,40867.4,28700,38411.14,18000.97641
1.62131E+12,18/05/2021 04:00,BTCUSD,44824.75,45860.17,40118,40570.98,4778.043506
1.62122E+12,17/05/2021 04:00,BTCUSD,42902.09,45833.48,42080,44824.75,5764.367861
1.62114E+12,16/05/2021 04:00,BTCUSD,48383.6,49790,42793,42902.09,3937.041034
1.62105E+12,15/05/2021 04:00,BTCUSD,49670.85,49900,46500,48383.6,1938.264102
1.62096E+12,14/05/2021 04:00,BTCUSD,49221.07,51575.16,48894.79,49670.85,2001.314622
1.62088E+12,13/05/2021 04:00,BTCUSD,50493.11,51389.95,46962.39,49221.07,4250.468629
1.62079E+12,12/05/2021 04:00,BTCUSD,57820,57998.26,45000,50493.11,6438.293435
1.62071E+12,11/05/2021 04:00,BTCUSD,55194.75,57898,54684,57820,1432.556473
1.62062E+12,10/05/2021 04:00,BTCUSD,59407.78,59584.99,53434.31,55194.75,2583.418054
1.62053E+12,09/05/2021 04:00,BTCUSD,58545.16,59481.34,56275.13,59407.78,1710.375935
1.62045E+12,08/05/2021 04:00,BTCUSD,58187.76,59560,57583.09,58545.16,1692.07668
1.62036E+12,07/05/2021 04:00,BTCUSD,55762.28,58750,55292.22,58187.76,1591.200547
1.62027E+12,06/05/2021 04:00,BTCUSD,56900.44,58465.93,55200,55762.28,1494.897855
1.62019E+12,05/05/2021 04:00,BTCUSD,54832.2,57974.07,53158.68,56900.44,2430.661445
1.6201E+12,04/05/2021 04:00,BTCUSD,55511.37,56659.5,52947.09,54832.2,2880.083739
1.62001E+12,03/05/2021 04:00,BTCUSD,57970.74,58988.52,54654.65,55511.37,2363.148601
1.61993E+12,02/05/2021 04:00,BTCUSD,56547.4,58293.35,56104.4,57970.74,653.6266802
1.61984E+12,01/05/2021 04:00,BTCUSD,58272.25,58485.63,56408.62,56547.4,538.936948
1.61976E+12,30/04/2021 04:00,BTCUSD,53750.01,58553.71,53750.01,58272.25,1869.510941
1.61967E+12,29/04/2021 04:00,BTCUSD,54312.41,54755.36,52389.42,53750.01,1561.010049
1.61958E+12,28/04/2021 04:00,BTCUSD,54883.25,56474.72,53861.12,54312.41,1628.450029
1.6195E+12,27/04/2021 04:00,BTCUSD,53531.94,55800,53345.62,54883.25,1508.579212
1.61941E+12,26/04/2021 04:00,BTCUSD,52435.9,54419.57,52096.87,53531.94,1804.884836
1.61932E+12,25/04/2021 04:00,BTCUSD,49721.97,52567.77,47000,52435.9,2662.934235
1.61924E+12,24/04/2021 04:00,BTCUSD,50195.42,51150.01,48755.01,49721.97,943.2579458
1.61915E+12,23/04/2021 04:00,BTCUSD,50329.66,51380.03,47231,50195.42,3250.512464
1.61906E+12,22/04/2021 04:00,BTCUSD,53508.08,55499.99,48565.58,50329.66,4415.695203
1.61898E+12,21/04/2021 04:00,BTCUSD,55255.57,56373,52600,53508.08,2243.108104
1.61889E+12,20/04/2021 04:00,BTCUSD,54586.65,57145.34,53416.76,55255.57,2353.913076
1.6188E+12,19/04/2021 04:00,BTCUSD,57175.61,57624.66,53606.41,54586.65,2832.893865
1.61872E+12,18/04/2021 04:00,BTCUSD,55992.97,57404.04,53176.36,57175.61,3720.302797
1.61863E+12,17/04/2021 04:00,BTCUSD,62450,62545.78,50622.32,55992.97,2586.086088
1.61855E+12,16/04/2021 04:00,BTCUSD,62998.68,62998.68,60055.14,62450,2319.600624
1.61846E+12,15/04/2021 04:00,BTCUSD,63063.72,63855.12,62045,62998.68,1328.550893
1.61837E+12,14/04/2021 04:00,BTCUSD,63773.18,64900,61303.97,63063.72,2922.026356
1.61829E+12,13/04/2021 04:00,BTCUSD,60415.91,63880,60321.12,63773.18,2091.431271
1.6182E+12,12/04/2021 04:00,BTCUSD,60325.66,61197.09,59400.01,60415.91,1343.285589
1.61811E+12,11/04/2021 04:00,BTCUSD,60240.83,60416.42,59200,60325.66,644.4686932
1.61803E+12,10/04/2021 04:00,BTCUSD,59160,61180,58316.33,60240.83,1344.771574
1.61794E+12,09/04/2021 04:00,BTCUSD,58014.19,59170,57689.72,59160,930.338067
1.61785E+12,08/04/2021 04:00,BTCUSD,56559.59,58400,56370.7,58014.19,762.9151617
1.61777E+12,07/04/2021 04:00,BTCUSD,57934.16,58675.79,55450,56559.59,1994.914781
1.61768E+12,06/04/2021 04:00,BTCUSD,58638.14,59028.19,57255,57934.16,1173.719287
1.6176E+12,05/04/2021 04:00,BTCUSD,57479.64,59468.95,56810.28,58638.14,845.1824568
1.61751E+12,04/04/2021 04:00,BTCUSD,57557.71,58500.94,57042.53,57479.64,288.2999041
1.61742E+12,03/04/2021 04:00,BTCUSD,59251.04,59851.52,56500,57557.71,834.4516236
1.61734E+12,02/04/2021 04:00,BTCUSD,59800,59950,58485.68,59251.04,760.6411395
1.61725E+12,01/04/2021 04:00,BTCUSD,59143.58,60100,57946.28,59800,1221.00042
1.61716E+12,31/03/2021 04:00,BTCUSD,58621.67,59800,56880,59143.58,1679.550171
1.61708E+12,30/03/2021 04:00,BTCUSD,57155.81,59385,57024.4,58621.67,933.9724074
